"REF_DATE","GEO","DGUID","Measure","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-06","Weighted average, cities measured","","Morphine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927787","1.9.4","3.02","","","","2"
"2022-06","Weighted average, cities measured","","Morphine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927788","1.9.5","2.68","","","","2"
"2022-06","Weighted average, cities measured","","Oxycodone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927789","1.10.1","4.72","","","","2"
"2022-06","Weighted average, cities measured","","Oxycodone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927790","1.10.2","4.18","","","","2"
"2022-06","Weighted average, cities measured","","Oxycodone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927791","1.10.3","5.26","","","","2"
"2022-06","Weighted average, cities measured","","Oxycodone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927792","1.10.4","0.22","","","","2"
"2022-06","Weighted average, cities measured","","Oxycodone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927793","1.10.5","2.68","","","","2"
"2022-06","Halifax, Nova Scotia","","Amphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927794","2.1.1","79.28","","","","2"
"2022-06","Halifax, Nova Scotia","","Amphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927795","2.1.2","66.56","","","","2"
"2022-06","Halifax, Nova Scotia","","Amphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927796","2.1.3","92.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Amphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927797","2.1.4","5.20","","","","2"
"2022-06","Halifax, Nova Scotia","","Amphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927798","2.1.5","0.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Cannabis (THC-COOH)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927799","2.2.1","1082.30","","","","2"
"2022-06","Halifax, Nova Scotia","","Cannabis (THC-COOH)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927800","2.2.2","890.60","","","","2"
"2022-06","Halifax, Nova Scotia","","Cannabis (THC-COOH)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927801","2.2.3","1274.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Cannabis (THC-COOH)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927802","2.2.4","78.36","","","","2"
"2022-06","Halifax, Nova Scotia","","Cannabis (THC-COOH)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927803","2.2.5","0.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927804","2.3.1","1305.36","","","","2"
"2022-06","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927805","2.3.2","1082.86","","","","2"
"2022-06","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927806","2.3.3","1527.88","","","","2"
"2022-06","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927807","2.3.4","90.94","","","","2"
"2022-06","Halifax, Nova Scotia","","Cocaine (Benzoylecgonine)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927808","2.3.5","0.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Codeine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927809","2.4.1","267.52","","","","2"
"2022-06","Halifax, Nova Scotia","","Codeine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927810","2.4.2","244.98","","","","2"
"2022-06","Halifax, Nova Scotia","","Codeine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927811","2.4.3","290.04","","","","2"
"2022-06","Halifax, Nova Scotia","","Codeine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927812","2.4.4","9.22","","","","2"
"2022-06","Halifax, Nova Scotia","","Codeine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927813","2.4.5","0.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Ecstasy (MDMA)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927814","2.5.1","10.16","","","","2"
"2022-06","Halifax, Nova Scotia","","Ecstasy (MDMA)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927815","2.5.2","3.22","","","","2"
"2022-06","Halifax, Nova Scotia","","Ecstasy (MDMA)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927816","2.5.3","17.10","","","","2"
"2022-06","Halifax, Nova Scotia","","Ecstasy (MDMA)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927817","2.5.4","2.84","","","","2"
"2022-06","Halifax, Nova Scotia","","Ecstasy (MDMA)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927818","2.5.5","0.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927819","2.6.1","0.14","","","","2"
"2022-06","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927820","2.6.2","0.10","","","","2"
"2022-06","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927821","2.6.3","0.16","","","","2"
"2022-06","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927822","2.6.4","0.02","","","","2"
"2022-06","Halifax, Nova Scotia","","Fentanyl (Norfentanyl)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927823","2.6.5","0.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Methadone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927824","2.7.1","25.78","","","","2"
"2022-06","Halifax, Nova Scotia","","Methadone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927825","2.7.2","22.58","","","","2"
"2022-06","Halifax, Nova Scotia","","Methadone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927826","2.7.3","28.98","","","","2"
"2022-06","Halifax, Nova Scotia","","Methadone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927827","2.7.4","1.32","","","","2"
"2022-06","Halifax, Nova Scotia","","Methadone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927828","2.7.5","0.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Methamphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927829","2.8.1","25.36","","","","2"
"2022-06","Halifax, Nova Scotia","","Methamphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927830","2.8.2","20.72","","","","2"
"2022-06","Halifax, Nova Scotia","","Methamphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927831","2.8.3","30.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Methamphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927832","2.8.4","1.90","","","","2"
"2022-06","Halifax, Nova Scotia","","Methamphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927833","2.8.5","0.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Morphine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927834","2.9.1","130.16","","","","2"
"2022-06","Halifax, Nova Scotia","","Morphine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927835","2.9.2","113.92","","","","2"
"2022-06","Halifax, Nova Scotia","","Morphine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927836","2.9.3","146.40","","","","2"
"2022-06","Halifax, Nova Scotia","","Morphine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927837","2.9.4","6.64","","","","2"
"2022-06","Halifax, Nova Scotia","","Morphine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927838","2.9.5","0.00","","","","2"
"2022-06","Halifax, Nova Scotia","","Oxycodone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927839","2.10.1","6.10","","","","2"
"2022-06","Halifax, Nova Scotia","","Oxycodone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927840","2.10.2","4.46","","","","2"
"2022-06","Halifax, Nova Scotia","","Oxycodone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927841","2.10.3","7.74","","","","2"
"2022-06","Halifax, Nova Scotia","","Oxycodone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927842","2.10.4","0.68","","","","2"
"2022-06","Halifax, Nova Scotia","","Oxycodone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927843","2.10.5","0.00","","","","2"
"2022-06","Montreal, Quebec","","Amphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927844","3.1.1","315.70","","","","2"
"2022-06","Montreal, Quebec","","Amphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927845","3.1.2","189.30","","","","2"
"2022-06","Montreal, Quebec","","Amphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927846","3.1.3","442.08","","","","2"
"2022-06","Montreal, Quebec","","Amphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927847","3.1.4","47.94","","","","2"
"2022-06","Montreal, Quebec","","Amphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927848","3.1.5","7.14","","","","2"
"2022-06","Montreal, Quebec","","Cannabis (THC-COOH)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927849","3.2.1","410.50","","","","2"
"2022-06","Montreal, Quebec","","Cannabis (THC-COOH)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927850","3.2.2","330.26","","","","2"
"2022-06","Montreal, Quebec","","Cannabis (THC-COOH)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927851","3.2.3","490.72","","","","2"
"2022-06","Montreal, Quebec","","Cannabis (THC-COOH)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927852","3.2.4","30.44","","","","2"
"2022-06","Montreal, Quebec","","Cannabis (THC-COOH)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927853","3.2.5","7.14","","","","2"
"2022-06","Montreal, Quebec","","Cocaine (Benzoylecgonine)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927854","3.3.1","1391.64","","","","2"
"2022-06","Montreal, Quebec","","Cocaine (Benzoylecgonine)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927855","3.3.2","1087.80","","","","2"
"2022-06","Montreal, Quebec","","Cocaine (Benzoylecgonine)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927856","3.3.3","1695.46","","","","2"
"2022-06","Montreal, Quebec","","Cocaine (Benzoylecgonine)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927857","3.3.4","115.28","","","","2"
"2022-06","Montreal, Quebec","","Cocaine (Benzoylecgonine)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927858","3.3.5","7.14","","","","2"
"2022-06","Montreal, Quebec","","Codeine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927859","3.4.1","37.64","","","","2"
"2022-06","Montreal, Quebec","","Codeine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927860","3.4.2","25.04","","","","2"
"2022-06","Montreal, Quebec","","Codeine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927861","3.4.3","50.26","","","","2"
"2022-06","Montreal, Quebec","","Codeine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927862","3.4.4","4.78","","","","2"
"2022-06","Montreal, Quebec","","Codeine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927863","3.4.5","7.14","","","","2"
"2022-06","Montreal, Quebec","","Ecstasy (MDMA)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927864","3.5.1","19.26","","","","2"
"2022-06","Montreal, Quebec","","Ecstasy (MDMA)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927865","3.5.2","1.52","","","","2"
"2022-06","Montreal, Quebec","","Ecstasy (MDMA)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927866","3.5.3","37.00","","","","2"
"2022-06","Montreal, Quebec","","Ecstasy (MDMA)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927867","3.5.4","6.72","","","","2"
"2022-06","Montreal, Quebec","","Ecstasy (MDMA)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927868","3.5.5","7.14","","","","2"
"2022-06","Montreal, Quebec","","Fentanyl (Norfentanyl)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927869","3.6.1","0.24","","","","2"
"2022-06","Montreal, Quebec","","Fentanyl (Norfentanyl)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927870","3.6.2","0.16","","","","2"
"2022-06","Montreal, Quebec","","Fentanyl (Norfentanyl)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927871","3.6.3","0.30","","","","2"
"2022-06","Montreal, Quebec","","Fentanyl (Norfentanyl)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927872","3.6.4","0.04","","","","2"
"2022-06","Montreal, Quebec","","Fentanyl (Norfentanyl)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927873","3.6.5","7.14","","","","2"
"2022-06","Montreal, Quebec","","Methadone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927874","3.7.1","7.70","","","","2"
"2022-06","Montreal, Quebec","","Methadone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927875","3.7.2","5.96","","","","2"
"2022-06","Montreal, Quebec","","Methadone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927876","3.7.3","9.44","","","","2"
"2022-06","Montreal, Quebec","","Methadone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927877","3.7.4","0.66","","","","2"
"2022-06","Montreal, Quebec","","Methadone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927878","3.7.5","7.14","","","","2"
"2022-06","Montreal, Quebec","","Methamphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927879","3.8.1","256.28","","","","2"
"2022-06","Montreal, Quebec","","Methamphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927880","3.8.2","206.10","","","","2"
"2022-06","Montreal, Quebec","","Methamphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927881","3.8.3","306.48","","","","2"
"2022-06","Montreal, Quebec","","Methamphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927882","3.8.4","18.60","","","","2"
"2022-06","Montreal, Quebec","","Methamphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927883","3.8.5","7.14","","","","2"
"2022-06","Montreal, Quebec","","Morphine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927884","3.9.1","57.90","","","","2"
"2022-06","Montreal, Quebec","","Morphine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927885","3.9.2","37.62","","","","2"
"2022-06","Montreal, Quebec","","Morphine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927886","3.9.3","78.16","","","","2"
"2022-06","Montreal, Quebec","","Morphine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927887","3.9.4","7.70","","","","2"
"2022-06","Montreal, Quebec","","Morphine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927888","3.9.5","7.14","","","","2"
"2022-06","Montreal, Quebec","","Oxycodone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927889","3.10.1","1.98","","","","2"
"2022-06","Montreal, Quebec","","Oxycodone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927890","3.10.2","1.36","","","","2"
"2022-06","Montreal, Quebec","","Oxycodone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927891","3.10.3","2.62","","","","2"
"2022-06","Montreal, Quebec","","Oxycodone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927892","3.10.4","0.24","","","","2"
"2022-06","Montreal, Quebec","","Oxycodone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927893","3.10.5","7.14","","","","2"
"2022-06","Toronto, Ontario","","Amphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927894","4.1.1","259.20","","","","2"
"2022-06","Toronto, Ontario","","Amphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927895","4.1.2","94.90","","","","2"
"2022-06","Toronto, Ontario","","Amphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927896","4.1.3","423.48","","","","2"
"2022-06","Toronto, Ontario","","Amphetamine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927897","4.1.4","67.14","","","","2"
"2022-06","Toronto, Ontario","","Amphetamine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927898","4.1.5","0.00","","","","2"
"2022-06","Toronto, Ontario","","Cannabis (THC-COOH)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927899","4.2.1","438.28","","","","2"
"2022-06","Toronto, Ontario","","Cannabis (THC-COOH)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927900","4.2.2","398.66","","","","2"
"2022-06","Toronto, Ontario","","Cannabis (THC-COOH)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927901","4.2.3","477.88","","","","2"
"2022-06","Toronto, Ontario","","Cannabis (THC-COOH)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927902","4.2.4","16.20","","","","2"
"2022-06","Toronto, Ontario","","Cannabis (THC-COOH)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927903","4.2.5","0.00","","","","2"
"2022-06","Toronto, Ontario","","Cocaine (Benzoylecgonine)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927904","4.3.1","937.60","","","","2"
"2022-06","Toronto, Ontario","","Cocaine (Benzoylecgonine)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927905","4.3.2","832.42","","","","2"
"2022-06","Toronto, Ontario","","Cocaine (Benzoylecgonine)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927906","4.3.3","1042.80","","","","2"
"2022-06","Toronto, Ontario","","Cocaine (Benzoylecgonine)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927907","4.3.4","43.00","","","","2"
"2022-06","Toronto, Ontario","","Cocaine (Benzoylecgonine)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927908","4.3.5","0.00","","","","2"
"2022-06","Toronto, Ontario","","Codeine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927909","4.4.1","196.26","","","","2"
"2022-06","Toronto, Ontario","","Codeine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927910","4.4.2","181.32","","","","2"
"2022-06","Toronto, Ontario","","Codeine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927911","4.4.3","211.20","","","","2"
"2022-06","Toronto, Ontario","","Codeine","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927912","4.4.4","6.10","","","","2"
"2022-06","Toronto, Ontario","","Codeine","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927913","4.4.5","0.00","","","","2"
"2022-06","Toronto, Ontario","","Ecstasy (MDMA)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927914","4.5.1","17.44","","","","2"
"2022-06","Toronto, Ontario","","Ecstasy (MDMA)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927915","4.5.2","7.70","","","","2"
"2022-06","Toronto, Ontario","","Ecstasy (MDMA)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927916","4.5.3","27.18","","","","2"
"2022-06","Toronto, Ontario","","Ecstasy (MDMA)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927917","4.5.4","3.98","","","","2"
"2022-06","Toronto, Ontario","","Ecstasy (MDMA)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927918","4.5.5","0.00","","","","2"
"2022-06","Toronto, Ontario","","Fentanyl (Norfentanyl)","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927919","4.6.1","6.20","","","","2"
"2022-06","Toronto, Ontario","","Fentanyl (Norfentanyl)","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927920","4.6.2","5.68","","","","2"
"2022-06","Toronto, Ontario","","Fentanyl (Norfentanyl)","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927921","4.6.3","6.72","","","","2"
"2022-06","Toronto, Ontario","","Fentanyl (Norfentanyl)","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927922","4.6.4","0.22","","","","2"
"2022-06","Toronto, Ontario","","Fentanyl (Norfentanyl)","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927923","4.6.5","0.00","","","","2"
"2022-06","Toronto, Ontario","","Methadone","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927924","4.7.1","17.48","","","","2"
"2022-06","Toronto, Ontario","","Methadone","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927925","4.7.2","15.56","","","","2"
"2022-06","Toronto, Ontario","","Methadone","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927926","4.7.3","19.38","","","","2"
"2022-06","Toronto, Ontario","","Methadone","Standard error, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927927","4.7.4","0.78","","","","2"
"2022-06","Toronto, Ontario","","Methadone","Imputation rate, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927928","4.7.5","0.00","","","","2"
"2022-06","Toronto, Ontario","","Methamphetamine","Load per capita (milligrams per one thousand people per day)","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927929","4.8.1","198.00","","","","2"
"2022-06","Toronto, Ontario","","Methamphetamine","Low 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927930","4.8.2","165.74","","","","2"
"2022-06","Toronto, Ontario","","Methamphetamine","High 95% confidence interval, load per capita","Milligrams per one thousand people per day (mg/1000 people/day)","442","units","0","v1566927931","4.8.3","230.28","","","","2"
